approved_id,KEGGID,ChEMBLID,compound_name,smiles
approved_3596,,CHEMBL1201237,levobunolol,CC(C)(C)NC[C@H](O)COc1cccc2c1CCCC2=O
approved_3597,,CHEMBL1504,triamcinolone acetonide,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1
approved_3598,,CHEMBL3039594,gentamicin sulfate,CNC(C)[C@@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H]2O)O1
approved_3599,,CHEMBL1200570,meglumine,CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
approved_3600,,CHEMBL1384,kanamycin,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
approved_3601,,CHEMBL3989919,fosnetupitant chloride hydrochloride,Cc1ccccc1-c1cc(N2CC[N+](C)(COP(=O)(O)O)CC2)ncc1N(C)C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1
approved_3602,,CHEMBL1255800,fidaxomicin,CCc1c(Cl)c(O)c(Cl)c(O)c1C(=O)O[C@H]1[C@H](O)[C@H](OC)[C@H](OC/C2=C\C=C\C[C@H](O)/C(C)=C/[C@H](CC)[C@@H](O[C@@H]3OC(C)(C)[C@@H](OC(=O)C(C)C)[C@H](O)[C@@H]3O)/C(C)=C/C(C)=C/C[C@@H]([C@@H](C)O)OC2=O)O[C@@H]1C
approved_3603,,CHEMBL1201244,rocuronium,C=CC[N+]1([C@H]2C[C@H]3[C@@H]4CC[C@H]5C[C@H](O)[C@@H](N6CCOCC6)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2OC(C)=O)CCCC1
approved_3604,,CHEMBL398435,ticagrelor,CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1
approved_3605,,CHEMBL1201765,fesoterodine fumarate,CC(C)C(=O)Oc1ccc(CO)cc1[C@H](CCN(C(C)C)C(C)C)c1ccccc1
approved_3606,,CHEMBL1508,escitalopram,CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21
approved_3607,,CHEMBL503,lovastatin,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21
approved_3608,,CHEMBL1346,darifenacin,NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1
approved_3609,,CHEMBL506110,sultamicillin,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)OCOC(=O)[C@@H]1N2C(=O)C[C@H]2S(=O)(=O)C1(C)C
approved_3610,,CHEMBL3545432,ixazomib citrate,CC(C)C[C@H](NC(=O)CNC(=O)c1cc(Cl)ccc1Cl)B1OC(=O)C(CC(=O)O)(CC(=O)O)O1
approved_3611,,CHEMBL54976,tryptophan,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O
approved_3612,,CHEMBL1201101,testosterone cypionate,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2OC(=O)CCC1CCCC1
approved_3613,,CHEMBL1201152,nalmefene hydrochloride,C=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5
approved_3614,,CHEMBL502097,mipomersen sodium,COCCO[C@H]1[C@@H](O)[C@H](COP(=O)(O)S[C@H]2[C@H](COP(=O)(O)S[C@H]3[C@H](COP(=O)(O)S[C@H]4[C@H](COP(=O)(O)S[C@H]5[C@@H](OCCOC)[C@H](n6cnc7c(=O)[nH]c(N)nc76)O[C@@H]5COP(=O)(O)S[C@H]5C[C@H](n6cc(C)c(N)nc6=O)O[C@@H]5COP(=O)(O)S[C@H]5C[C@H](n6cc(C)c(=O)[nH]c6=O)O[C@@H]5COP(=O)(O)S[C@H]5C[C@H](n6cc(C)c(=O)[nH]c6=O)O[C@@H]5COP(=O)(O)S[C@H]5C[C@H](n6cc(C)c(N)nc6=O)O[C@@H]5COP(=O)(O)S[C@H]5C[C@H](n6cnc7c(=O)[nH]c(N)nc76)O[C@@H]5COP(=O)(O)S[C@H]5C[C@H](n6cc(C)c(=O)[nH]c6=O)O[C@@H]5COP(=O)(O)S[C@H]5C[C@H](n6cc(C)c(N)nc6=O)O[C@@H]5COP(=O)(O)S[C@H]5C[C@H](n6cc(C)c(=O)[nH]c6=O)O[C@@H]5COP(=O)(O)S[C@H]5C[C@H](n6cnc7c(=O)[nH]c(N)nc76)O[C@@H]5COP(=O)(O)S[C@H]5C[C@H](n6cnc7c(N)ncnc76)O[C@@H]5COP(=O)(O)S[C@H]5[C@@H](OCCOC)[C@H](n6cc(C)c(N)nc6=O)O[C@@H]5COP(=O)(O)S[C@H]5[C@@H](OCCOC)[C@H](n6cc(C)c(=O)[nH]c6=O)O[C@@H]5COP(=O)(O)S[C@H]5[C@@H](OCCOC)[C@H](n6cc(C)c(N)nc6=O)O[C@@H]5COP(=O)(O)S[C@H]5[C@@H](OCCOC)[C@H](n6cc(C)c(N)nc6=O)O[C@@H]5COP(=O)(O)S[C@H]5[C@@H](OCCOC)[C@H](n6cnc7c(=O)[nH]c(N)nc76)O[C@@H]5CO)O[C@H](n5cc(C)c(N)nc5=O)[C@H]4OCCOC)O[C@H](n4cnc5c(N)ncnc54)[C@H]3OCCOC)O[C@H](n3cc(C)c(N)nc3=O)[C@H]2OCCOC)O[C@@H]1n1cc(C)c(N)nc1=O
approved_3615,,CHEMBL1200855,ticarcillin disodium,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(=O)O)c3ccsc3)C(=O)N2[C@H]1C(=O)O
approved_3616,,CHEMBL1173655,afatinib,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1
approved_3617,,CHEMBL1129,trifluridine,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C(F)(F)F
approved_3618,,CHEMBL3622821,upadacitinib,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12
approved_3619,,CHEMBL2364609,esketamine hydrochloride,CN[C@]1(c2ccccc2Cl)CCCCC1=O
approved_3620,,CHEMBL144673,hexetidine,CCCCC(CC)CN1CN(CC(CC)CCCC)CC(C)(N)C1
approved_3621,,CHEMBL827,dexmethylphenidate,COC(=O)[C@H](c1ccccc1)[C@H]1CCCCN1
approved_3622,,CHEMBL313972,masoprocol,C[C@@H](Cc1ccc(O)c(O)c1)[C@H](C)Cc1ccc(O)c(O)c1
approved_3623,,CHEMBL888,gemcitabine,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1
approved_3624,,CHEMBL1536,ergocalciferol,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)/C=C/[C@H](C)C(C)C
approved_3625,,CHEMBL1741,clarithromycin,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O
approved_3626,,CHEMBL343448,romidepsin,C/C=C1\NC(=O)[C@H]2CSSCC/C=C/[C@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)[C@H](C(C)C)NC1=O
approved_3627,,CHEMBL186,cefepime,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1
approved_3628,,CHEMBL38,tretinoin,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1
approved_3629,,CHEMBL1237021,lurasidone,O=C1[C@H]2[C@@H]3CC[C@@H](C3)[C@H]2C(=O)N1C[C@@H]1CCCC[C@H]1CN1CCN(c2nsc3ccccc23)CC1
approved_3630,,CHEMBL3833353,pramlintide acetate,CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@@H](N)CCCCN)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](C)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(O)cc1)C(N)=O)[C@@H](C)O)C(C)C)[C@@H](C)O
approved_3631,,CHEMBL4524066,liraglutide,CCCCCCCCCCCCCCCC(=O)N[C@@H](CCC(O)NCCCC[C@H](NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](C)NC(=O)[C@@H](N)Cc1c[nH]cn1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)NCC(=O)N[C@@H](CCCN=C(N)N)C(=O)NCC(=O)O)C(C)C)[C@@H](C)CC)C(=O)O
approved_3632,,CHEMBL218650,delamanid,C[C@]1(COc2ccc(N3CCC(Oc4ccc(OC(F)(F)F)cc4)CC3)cc2)Cn2cc([N+](=O)[O-])nc2O1
approved_3633,,CHEMBL1201012,flurandrenolide,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1
approved_3634,,CHEMBL2368924,dolasetron mesylate,O=C(O[C@@H]1C[C@@H]2C[C@H]3C[C@H](C1)N2CC3=O)c1c[nH]c2ccccc12
approved_3635,,CHEMBL1695,tiagabine hydrochloride,Cc1ccsc1C(=CCCN1CCC[C@@H](C(=O)O)C1)c1sccc1C
approved_3636,,CHEMBL3989563,nicotine bitartrate,CN1CCC[C@H]1c1cccnc1
approved_3637,,CHEMBL1431,metformin,CN(C)C(=N)NC(=N)N
approved_3638,,CHEMBL30,cimetidine,CN/C(=N/CCSCc1nc[nH]c1C)NC#N
approved_3639,,CHEMBL1580,pentostatin,OC[C@H]1O[C@@H](n2cnc3c2N=CNC[C@H]3O)C[C@@H]1O
approved_3640,,CHEMBL2103867,plecanatide,CC(C)C[C@H](NC(=O)[C@@H]1CSSC[C@@H]2NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](N)CC(N)=O)CSSC[C@H](NC(=O)[C@H](C)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](C(C)C)NC2=O)C(=O)N[C@@H]([C@@H](C)O)C(=O)NCC(=O)N1)C(=O)O
approved_3641,,CHEMBL3182343,pivampicillin,CC(C)(C)C(=O)OCOC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1(C)C
approved_3642,,CHEMBL46286,omacetaxine mepesuccinate,COC(=O)C[C@](O)(CCCC(C)(C)O)C(=O)O[C@@H]1C(OC)=C[C@]23CCCN2CCc2cc4c(cc2[C@H]13)OCO4
approved_3643,,CHEMBL517199,xipamide,Cc1cccc(C)c1NC(=O)c1cc(S(N)(=O)=O)c(Cl)cc1O
approved_3644,,CHEMBL4650273,setmelanotide acetate,CC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H]1CSSC[C@@H](C(N)=O)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](Cc2c[nH]cn2)NC(=O)[C@@H](C)NC1=O
approved_3645,,CHEMBL1766,desoximetasone,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO
approved_3646,,CHEMBL1201099,codeine phosphate,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314
approved_3647,,CHEMBL1591,demeclocycline,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@H](O)[C@H]3C[C@@H]12
approved_3648,,CHEMBL1363,arformoterol,COc1ccc(C[C@@H](C)NC[C@H](O)c2ccc(O)c(NC=O)c2)cc1
approved_3649,,CHEMBL464982,gamolenic acid,CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)O
approved_3650,,CHEMBL2364612,latanoprostene bunod,O=C(CCC/C=C\C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1CC[C@@H](O)CCc1ccccc1)OCCCCO[N+](=O)[O-]
approved_3651,,CHEMBL6995,practolol,CC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1
approved_3652,,CHEMBL231813,telaprevir,CCC[C@H](NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c1cnccn1)C1CCCCC1)C(C)(C)C)C(=O)C(=O)NC1CC1
approved_3653,,CHEMBL3989698,tranylcypromine sulfate,N[C@@H]1C[C@H]1c1ccccc1
approved_3654,,CHEMBL1200328,duloxetine hydrochloride,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1
approved_3655,,CHEMBL254857,fipexide,O=C(COc1ccc(Cl)cc1)N1CCN(Cc2ccc3c(c2)OCO3)CC1
approved_3656,,CHEMBL606,misoprostol,CCCCC(C)(O)C/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC
approved_3657,,CHEMBL2106939,polihexanide,CCCCCCNC(=N)NC(=N)N
approved_3658,,CHEMBL2367706,sucralfate,O=S(=O)(O)OC[C@H]1O[C@@H](O[C@]2(COS(=O)(=O)O)O[C@H](OS(=O)(=O)O)[C@@H](OS(=O)(=O)O)[C@@H]2OS(=O)(=O)O)[C@H](OS(=O)(=O)O)[C@@H](OS(=O)(=O)O)[C@@H]1OS(=O)(=O)O
approved_3659,,CHEMBL1200692,olmesartan medoxomil,CCCc1nc(C(C)(C)O)c(C(=O)OCc2oc(=O)oc2C)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1
approved_3660,,CHEMBL1329455,molsidomine,CCOC(=O)[N-]c1c[n+](N2CCOCC2)no1
approved_3661,,CHEMBL506247,tannic acid,O=C(OC[C@H]1O[C@@H](OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)[C@H](OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)[C@@H](OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)[C@@H]1OC(=O)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1
approved_3662,,CHEMBL17879,maralixibat chloride,CCCCC1(CCCC)CS(=O)(=O)c2ccc(N(C)C)cc2[C@@H](c2ccc(OCc3ccc(C[N+]45CCN(CC4)CC5)cc3)cc2)[C@H]1O
approved_3663,,CHEMBL1644,cefadroxil,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1
approved_3664,,CHEMBL227875,pretomanid,O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(OC(F)(F)F)cc1)C2
approved_3665,,CHEMBL90593,prasterone,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CCC2=O
approved_3666,,CHEMBL3400972,fluorodopa f 18,N[C@@H](Cc1cc(O)c(O)cc1[18F])C(=O)O
approved_3667,,CHEMBL525610,teriparatide,CC[C@H](C)[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@@H](N)CO)C(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)C(C)C)C(C)C
approved_3668,,CHEMBL1200749,levobupivacaine hydrochloride,CCCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C
approved_3669,,CHEMBL1453317,diethyltoluamide,CCN(CC)C(=O)c1cccc(C)c1
approved_3670,,CHEMBL1201109,desonide,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1
approved_3671,,CHEMBL1201022,phenazopyridine hydrochloride,Nc1ccc(/N=N/c2ccccc2)c(N)n1
approved_3672,,CHEMBL2095209,icosapent ethyl,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OCC
approved_3673,,CHEMBL1200937,dalfopristin,CCN(CC)CCS(=O)(=O)[C@@H]1CCN2C(=O)c3coc(n3)CC(=O)C[C@H](O)/C=C(C)/C=C/CNC(=O)/C=C/[C@@H](C)[C@@H](C(C)C)OC(=O)[C@@H]12
approved_3674,,CHEMBL729,lopinavir,Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O
approved_3675,,CHEMBL1370,budesonide,CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1
approved_3676,,CHEMBL1201149,naltrexone hydrochloride,O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5
approved_3677,,CHEMBL1201255,histrelin,CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1cn(Cc2ccccc2)cn1)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1
approved_3678,,CHEMBL1651906,streptozocin,CN(N=O)C(=O)N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O
approved_3679,,CHEMBL1531,etonogestrel,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3C(=C)C[C@@]21CC
approved_3680,,CHEMBL877,tranexamic acid,NC[C@H]1CC[C@H](C(=O)O)CC1
approved_3681,,CHEMBL374975,fusidic acid,CC(=O)O[C@H]1C[C@@]2(C)[C@@H](C[C@@H](O)[C@H]3[C@@]4(C)CC[C@@H](O)[C@@H](C)[C@@H]4CC[C@@]32C)/C1=C(\CCC=C(C)C)C(=O)O
approved_3682,,CHEMBL3707247,ozanimod,CC(C)Oc1ccc(-c2nc(-c3cccc4c3CC[C@@H]4NCCO)no2)cc1C#N
approved_3683,,CHEMBL160,cyclosporine,C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C
approved_3684,,CHEMBL719,mupirocin,C/C(=C\C(=O)OCCCCCCCCC(=O)O)C[C@@H]1OC[C@H](C[C@@H]2O[C@H]2[C@@H](C)[C@H](C)O)[C@@H](O)[C@H]1O
approved_3685,,CHEMBL105,mitomycin,CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@@H]1N[C@@H]12
approved_3686,,CHEMBL632,betamethasone,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
approved_3687,,CHEMBL1201761,besifloxacin hydrochloride,N[C@@H]1CCCCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1
approved_3688,,CHEMBL2105700,bedaquiline fumarate,COc1nc2ccc(Br)cc2cc1[C@@H](c1ccccc1)[C@@](O)(CCN(C)C)c1cccc2ccccc12
approved_3689,,CHEMBL493982,vorapaxar,CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(F)c2)cn1
approved_3690,,CHEMBL1200562,hydrocortisone valerate,CCCCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
approved_3691,,CHEMBL2303613,cefodizime,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(C)c(CC(=O)O)s3)CS[C@H]12)c1csc(N)n1
approved_3692,,CHEMBL2107830,empagliflozin,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(O[C@H]4CCOC4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O
approved_3693,,CHEMBL1604,cephradine,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)C3=CCC=CC3)[C@H]2SC1
approved_3694,,CHEMBL3707267,none,C[C@]1([18F])C[C@@](N)(C(=O)O)C1
approved_3695,,CHEMBL3989738,none,CC[C@H](C)CCCCC(=O)N[C@@H](CCN)C(=O)N[C@H](C(=O)N[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H](CCN)NC1=O)[C@@H](C)O
approved_3696,,CHEMBL1963681,avanafil,COc1ccc(C/N=c2\[nH]c(N3CCC[C@H]3CO)ncc2C(=O)NCc2ncccn2)cc1Cl
approved_3697,,CHEMBL1311,isosorbide mononitrate,O=[N+]([O-])O[C@@H]1CO[C@@H]2[C@@H](O)CO[C@H]12
approved_3698,,CHEMBL649,none,CC(C)(C)NCC(O)COc1cccc2c1C[C@H](O)[C@H](O)C2
approved_3699,,CHEMBL1622,folic acid,Nc1nc(=O)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cnc2[nH]1
approved_3700,,CHEMBL504760,camphor,CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2
approved_3701,,CHEMBL1200946,nandrolone decanoate,CCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C
approved_3702,,CHEMBL1201222,lisdexamfetamine,C[C@@H](Cc1ccccc1)NC(=O)[C@@H](N)CCCCN
approved_3703,,CHEMBL548,dinoprostone,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1C/C=C\CCCC(=O)O
approved_3704,,CHEMBL1161,mometasone furoate,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)CCl
approved_3705,,CHEMBL1201139,megestrol acetate,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
approved_3706,,CHEMBL459324,diacetylmorphine,CC(=O)Oc1ccc2c3c1O[C@H]1[C@@H](OC(C)=O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314
approved_3707,,CHEMBL1200490,cetrorelix,CC(=O)N[C@H](Cc1ccc2ccccc2c1)C(=O)N[C@H](Cc1ccc(Cl)cc1)C(=O)N[C@H](Cc1cccnc1)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](CCCNC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O
approved_3708,,CHEMBL1519,trandolapril,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@H]2CCCC[C@@H]21
approved_3709,,CHEMBL425,olsalazine,O=C(O)c1cc(/N=N/c2ccc(O)c(C(=O)O)c2)ccc1O
